"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-05","0.68","0.0","84","65","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-06","0.00","0.0","86","71","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-07","0.00","0.0","83","67",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-08","0.00","0.0","82","63","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-09","0.00","0.0","81","60",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-10","0.20","0.0","80","62","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-11","0.18","0.0","80","65","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-12","0.00","0.0","76","60",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-13","1.49","0.0","71","55","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-14","0.00","0.0","73","57",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-15","0.00","0.0","81","53",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-16","0.04","0.0","82","67","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-17","0.11","0.0","80","68","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-18","0.00","0.0","83","71","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-19","1.76","0.0","85","69","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-20","2.87","0.0","87","68","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-21","0.05","0.0","81","70","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-22","0.00","0.0","82","64",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-23","0.00","0.0","84","61",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-24","0.00","0.0","86","65",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-25","0.00","0.0","88","74",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-26","0.00","0.0","90","70",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-27","0.00","0.0","92","74",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-28","0.09","0.0","93","69",,,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-29","0.09","0.0","94","71","    1",,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-06-30","0.00","0.0","88","70",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-01","0.00","0.0","85","64",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-02","0.39","0.0","91","69","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-03","0.14","0.0","90","74",,,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-04","0.00","0.0","92","73","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-05","0.33","0.0","91","73","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-06","2.27","0.0","90","72","    1",,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-07","0.00","0.0","87","72",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-08","0.10","0.0","79","69","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-07-09","0.00","0.0","87","68",,,,,,,,
